Date,Orkla,Telenor,DNO,Schibsted,BW,Equinor,Aker BP,SalMar,BWO,AkerASA,LerøySeafood,DNB,TGS,Subsea7,Yara,Nel,Scatec,PFBakkafrost,Storebrand,Mowi,Gjensidige,Entra
08.11.2011,"42,75","99,05","7,00","69,80",#N/A,"146,20","91,25","32,50","522,50","165,00","8,50","64,85","128,70","114,70","267,30","61,50",#N/A,"33,50","32,94","27,74","63,85",#N/A
09.11.2011,"41,60","98,30","6,78","67,25",#N/A,"145,80","90,00","30,00","499,00","158,50","8,05","62,50","133,60","111,10","260,80","63,00",#N/A,"33,50","30,43","26,68","62,00",#N/A
10.11.2011,"40,95","97,35","6,69","67,75",#N/A,"144,90","88,75","29,00","487,50","157,50","7,90","62,55","134,70","109,80","255,20","60,50",#N/A,"33,00","30,34","26,00","62,70",#N/A
11.11.2011,"42,62","99,00","8,08","72,50",#N/A,"147,70","89,50","28,50","488,50","163,50","7,73","64,75","135,20","113,50","262,90","63,00",#N/A,"34,50","32,38","25,92","63,90",#N/A
14.11.2011,"42,41","98,50","8,25","70,85",#N/A,"148,40","87,50","26,60","490,00","158,00","7,90","63,60","133,10","113,00","259,00","68,90",#N/A,"34,00","31,63","24,60","64,50",#N/A
15.11.2011,"42,10","98,30","8,85","67,80",#N/A,"148,30","88,75","26,00","484,50","157,50","8,13","63,30","132,60","110,50","263,00","73,50",#N/A,"34,00","31,44","24,90","63,80",#N/A
16.11.2011,"41,75","100,00","8,63","69,20",#N/A,"147,50","85,50","27,50","482,50","158,00","8,10","63,80","134,00","110,10","262,20","80,00",#N/A,"35,50","31,31","26,22","65,00",#N/A
17.11.2011,"40,80","98,50","8,59","66,55",#N/A,"146,30","83,50","28,00","485,50","154,50","7,90","63,00","128,30","106,40","242,00","76,60",#N/A,"34,00","30,40","25,60","64,30",#N/A
18.11.2011,"41,00","98,65","8,97","65,60",#N/A,"145,40","84,50","29,00","468,50","154,00","8,05","62,30","127,80","107,20","234,20","74,80",#N/A,"33,00","30,17","26,92","64,45",#N/A
21.11.2011,"40,51","98,00","8,31","63,30",#N/A,"140,90","81,00","28,00","445,50","152,00","8,00","59,50","125,10","103,10","226,60","71,30",#N/A,"31,50","28,46","25,06","64,00",#N/A
22.11.2011,"40,50","96,20","8,08","62,00",#N/A,"141,50","81,00","28,10","430,50","152,50","8,10","56,20","123,50","103,00","226,10","69,00",#N/A,"31,60","27,33","24,20","63,50",#N/A
23.11.2011,"39,34","93,80","7,50","61,75",#N/A,"137,80","77,50","26,40","412,50","148,00","7,85","53,50","120,20","100,50","224,30","59,90",#N/A,"30,00","25,54","22,20","63,10",#N/A
24.11.2011,"39,58","91,35","7,99","62,60",#N/A,"136,60","78,75","26,60","416,00","148,00","7,90","53,25","115,40","101,60","225,30","62,00",#N/A,"31,50","26,18","23,02","62,15",#N/A
25.11.2011,"40,24","92,50","7,60","63,05",#N/A,"139,20","77,75","27,00","419,00","147,50","7,93","53,90","118,10","105,00","225,00","62,50",#N/A,"33,00","26,46","23,86","62,55",#N/A
28.11.2011,"41,35","95,35","7,74","67,05",#N/A,"143,30","80,25","28,00","441,50","154,00","8,08","56,15","123,50","108,50","238,00","67,50",#N/A,"34,00","28,48","25,08","64,15",#N/A
29.11.2011,"41,69","95,15","7,80","66,90",#N/A,"143,30","83,75","29,00","435,00","155,50","8,00","56,00","123,30","107,60","239,10","71,00",#N/A,"33,00","28,58","24,50","64,50",#N/A
30.11.2011,"43,96","98,50","8,34","70,95",#N/A,"149,10","85,00","34,00","453,00","157,50","8,28","58,80","127,80","113,40","233,40","71,80",#N/A,"41,00","31,29","24,98","66,75",#N/A
01.12.2011,"43,77","98,70","8,15","71,15",#N/A,"147,90","84,25","32,00","449,50","161,00","8,10","58,30","131,50","112,80","231,00","70,00",#N/A,"38,00","30,97","25,50","67,20",#N/A
02.12.2011,"43,93","96,00","7,99","73,05",#N/A,"148,50","84,75","32,50","447,50","161,50","8,23","59,05","131,20","112,40","227,00","71,10",#N/A,"38,00","32,49","25,74","67,50",#N/A
05.12.2011,"44,50","93,90","8,05","73,25",#N/A,"149,10","84,25","33,00","443,00","162,00","8,38","59,95","135,60","113,70","229,90","73,30",#N/A,"39,70","33,61","25,84","67,15",#N/A
06.12.2011,"43,86","95,50","7,98","74,10",#N/A,"149,80","84,75","33,00","437,50","164,00","8,43","59,80","134,30","112,90","246,50","77,10",#N/A,"39,40","32,85","25,70","66,70",#N/A
07.12.2011,"43,25","94,55","8,10","72,05",#N/A,"149,40","82,75","32,80","430,00","165,00","8,20","56,10","133,70","112,00","244,30","75,60",#N/A,"39,00","31,93","25,52","66,80",#N/A
08.12.2011,"42,65","94,70","8,30","70,35",#N/A,"149,40","80,50","33,50","404,50","162,00","8,20","53,65","126,10","107,80","237,80","72,10",#N/A,"38,00","30,36","26,60","66,55",#N/A
09.12.2011,"42,60","95,00","8,30","71,50",#N/A,"153,40","81,75","31,10","404,00","163,00","8,23","56,00","129,40","108,50","231,10","72,00",#N/A,"38,00","31,64","27,16","67,20",#N/A
12.12.2011,"42,00","94,20","8,09","69,30",#N/A,"149,00","80,50","30,80","404,00","158,50","8,15","52,60","126,10","103,80","226,00","69,50",#N/A,"34,00","29,38","25,80","66,05",#N/A
13.12.2011,"42,18","95,40","8,07","69,85",#N/A,"150,00","81,00","30,30","398,00","162,00","8,15","51,90","126,90","106,00","224,20","68,80",#N/A,"34,00","30,30","25,42","66,10",#N/A
14.12.2011,"41,75","92,70","7,80","67,15",#N/A,"145,20","79,25","26,00","377,50","155,00","7,70","51,25","123,70","101,60","221,00","67,90",#N/A,"35,00","27,20","24,30","65,05",#N/A
15.12.2011,"41,91","92,95","7,82","68,30",#N/A,"148,80","81,50","25,70","387,50","156,00","7,90","54,25","121,00","105,40","220,60","65,20",#N/A,"35,00","28,09","24,70","66,35",#N/A
16.12.2011,"42,11","93,00","8,02","68,70",#N/A,"147,70","81,00","26,20","399,50","154,00","7,68","55,00","126,40","105,60","220,80","63,20",#N/A,"36,20","28,37","25,50","66,05",#N/A
19.12.2011,"42,07","92,80","7,91","67,40",#N/A,"145,80","82,00","26,00","404,00","151,00","7,80","55,15","124,00","104,00","221,20","61,00",#N/A,"35,30","27,90","25,30","65,80",#N/A
20.12.2011,"43,67","95,15","8,09","72,70",#N/A,"149,00","83,50","26,50","407,50","155,50","8,10","57,50","130,50","108,00","231,70","61,00",#N/A,"35,90","29,50","26,08","68,30",#N/A
21.12.2011,"42,70","94,60","7,91","70,75",#N/A,"148,00","84,50","26,50","405,50","154,50","8,05","56,55","127,20","107,70","231,30","61,30",#N/A,"35,00","29,95","25,80","68,50",#N/A
22.12.2011,"43,05","95,50","7,81","71,60",#N/A,"151,30","89,00","27,90","423,50","157,00","8,13","57,60","133,00","110,00","232,20","61,30",#N/A,"35,00","31,00","26,24","69,05",#N/A
23.12.2011,"43,95","96,65","7,90","74,00",#N/A,"152,70","88,75","28,30","441,00","156,00","8,33","58,05","136,40","109,70","235,70","62,50",#N/A,"35,60","31,15","26,50","69,10",#N/A
27.12.2011,"44,41","96,50","7,68","73,85",#N/A,"153,20","88,75","29,70","472,00","155,00","8,30","57,85","134,80","111,60","235,30","60,00",#N/A,"35,50","31,23","25,94","69,30",#N/A
28.12.2011,"43,90","96,10","7,57","72,50",#N/A,"152,30","87,00","31,70","459,50","154,50","8,25","57,65","133,40","110,50","232,00","58,90",#N/A,"35,60","30,25","26,46","67,20",#N/A
29.12.2011,"44,10","97,85","7,43","74,10",#N/A,"153,00","87,00","30,00","457,00","154,00","8,30","58,25","134,60","111,50","236,30","58,20",#N/A,"37,00","30,91","26,16","68,75",#N/A
30.12.2011,"44,65","98,10","7,48","74,45",#N/A,"153,50","88,00","30,00","472,50","155,00","8,40","58,55","132,50","111,00","240,00","66,00",#N/A,"36,60","31,10","25,86","69,30",#N/A
02.01.2012,"44,90","98,50","7,67","76,50",#N/A,"155,20","89,75","28,60","471,00","157,50","8,28","58,95","136,30","112,70","244,50","63,00",#N/A,"36,00","30,00","26,12","68,80",#N/A
03.01.2012,"44,99","97,70","7,77","76,65",#N/A,"159,00","89,00","29,00","485,00","159,00","8,50","58,25","140,90","115,60","252,90","64,60",#N/A,"38,50","28,00","28,08","68,45",#N/A
04.01.2012,"44,26","97,00","7,80","76,00",#N/A,"156,50","92,00","30,00","475,00","159,50","8,50","57,45","139,20","114,70","255,60","61,70",#N/A,"38,80","28,31","27,92","68,60",#N/A
05.01.2012,"44,70","98,70","7,90","75,10",#N/A,"156,40","92,50","30,00","472,50","161,00","8,55","57,85","138,90","116,50","258,20","67,00",#N/A,"39,00","28,06","28,22","68,90",#N/A
06.01.2012,"44,63","98,10","7,90","75,65",#N/A,"155,60","92,75","28,30","475,00","160,50","8,75","57,65","138,50","118,20","251,00","70,90",#N/A,"41,00","26,89","29,02","68,55",#N/A
09.01.2012,"44,13","96,75","7,84","75,50",#N/A,"154,60","95,00","29,00","473,00","158,50","8,90","57,50","140,90","116,50","246,30","72,80",#N/A,"40,50","25,55","29,70","67,50",#N/A
10.01.2012,"44,59","96,30","8,69","76,30",#N/A,"155,00","96,00","29,00","462,00","162,50","9,00","60,60","139,90","120,10","255,50","71,00",#N/A,"40,50","26,50","29,10","68,45",#N/A
11.01.2012,"44,48","96,90","8,46","77,90",#N/A,"152,40","95,50","30,00","460,00","165,00","8,90","59,90","139,10","117,80","254,80","67,50",#N/A,"40,50","27,29","29,42","68,30",#N/A
12.01.2012,"44,91","97,00","8,66","80,55",#N/A,"153,50","94,25","30,00","458,50","166,00","9,20","61,25","142,00","123,00","248,50","67,30",#N/A,"40,50","27,98","30,34","68,50",#N/A
13.01.2012,"44,12","96,50","8,60","79,40",#N/A,"150,90","93,50","30,60","450,00","166,50","9,50","59,10","140,90","119,60","249,50","65,50",#N/A,"40,50","27,54","31,50","67,75",#N/A
16.01.2012,"44,80","97,40","8,49","80,75",#N/A,"149,50","92,50","30,40","441,00","164,50","9,75","60,90","142,40","119,40","254,30","65,40",#N/A,"41,00","28,20","31,62","68,35",#N/A
17.01.2012,"44,95","96,40","8,39","80,60",#N/A,"150,00","89,25","31,00","444,50","162,50","9,55","61,25","144,00","120,20","258,50","65,70",#N/A,"40,50","28,32","31,76","67,80",#N/A
18.01.2012,"45,66","93,75","8,48","81,25",#N/A,"149,70","92,00","31,00","447,50","163,00","9,43","60,75","148,50","120,90","252,50","64,40",#N/A,"40,90","28,84","31,66","67,55",#N/A
19.01.2012,"46,38","94,20","8,40","83,15",#N/A,"147,60","89,00","31,50","458,50","169,00","9,63","61,70","149,70","121,30","251,70","62,60",#N/A,"40,80","29,47","32,68","67,80",#N/A
20.01.2012,"46,24","92,00","8,17","84,05",#N/A,"147,10","85,50","32,50","453,00","167,50","9,58","62,40","145,00","119,00","247,40","64,00",#N/A,"41,00","29,94","32,82","68,55",#N/A
23.01.2012,"46,30","93,50","8,35","85,15",#N/A,"147,80","89,50","31,50","450,50","167,00","9,65","62,80","146,40","119,00","251,00","62,90",#N/A,"41,60","30,25","32,82","68,35",#N/A
24.01.2012,"45,99","92,70","8,16","83,25",#N/A,"147,90","88,00","32,50","449,00","165,00","9,68","62,00","146,90","116,50","245,40","61,20",#N/A,"41,50","29,54","31,00","68,90",#N/A
25.01.2012,"46,24","92,00","8,22","82,90",#N/A,"148,20","87,50","31,00","447,00","165,50","9,65","61,15","150,00","118,20","243,00","62,00",#N/A,"41,50","29,90","32,00","68,05",#N/A
26.01.2012,"47,22","94,00","8,14","83,95",#N/A,"149,00","89,75","31,10","451,00","166,50","9,83","61,75","149,80","122,30","249,20","62,00",#N/A,"40,30","29,69","31,74","68,20",#N/A
27.01.2012,"46,80","94,40","8,10","84,10",#N/A,"148,00","89,75","32,00","449,00","166,00","9,90","61,90","149,70","119,80","248,30","62,50",#N/A,"42,00","29,74","32,20","68,20",#N/A
30.01.2012,"46,78","94,30","8,12","82,00",#N/A,"147,50","88,00","31,60","449,50","164,50","9,85","60,65","144,00","117,30","244,00","62,00",#N/A,"41,50","28,45","31,16","67,55",#N/A
31.01.2012,"47,55","95,65","8,15","83,70",#N/A,"147,10","89,50","32,00","443,00","165,00","9,83","61,90","146,80","118,80","236,10","61,00",#N/A,"40,50","29,00","31,84","67,85",#N/A
01.02.2012,"48,42","98,05","8,23","85,95",#N/A,"148,90","92,50","32,50","445,50","169,00","9,90","63,60","151,90","120,30","246,50","62,40",#N/A,"40,00","29,60","33,18","67,40",#N/A
02.02.2012,"47,83","93,70","8,34","86,60",#N/A,"149,10","92,00","32,50","449,50","170,50","10,00","63,95","154,30","123,20","254,50","61,60",#N/A,"40,90","29,98","33,30","68,20",#N/A
03.02.2012,"48,50","94,50","8,38","88,10",#N/A,"149,70","93,00","31,40","447,00","174,00","10,20","66,15","153,40","126,50","255,50","62,30",#N/A,"40,00","30,17","34,50","68,20",#N/A
06.02.2012,"48,23","93,90","9,08","89,00",#N/A,"150,70","95,50","32,00","440,50","174,00","9,78","64,95","152,40","126,90","257,50","65,00",#N/A,"40,50","30,15","33,54","68,50",#N/A
07.02.2012,"48,06","93,80","8,87","87,20",#N/A,"150,00","91,50","31,50","433,50","173,00","9,80","63,90","152,60","125,80","260,40","62,00",#N/A,"39,60","30,38","32,20","68,70",#N/A
08.02.2012,"47,55","96,35","9,29","87,20",#N/A,"152,00","92,00","32,10","441,00","173,50","9,60","64,15","154,50","126,50","259,20","62,70",#N/A,"40,10","30,01","31,70","68,25",#N/A
09.02.2012,"45,50","98,00","9,26","86,80",#N/A,"154,30","90,00","31,50","441,00","172,00","9,70","69,45","151,50","128,00","258,00","69,30",#N/A,"40,50","30,42","30,70","65,80",#N/A
10.02.2012,"45,44","97,95","9,80","87,95",#N/A,"156,20","92,00","30,70","444,50","169,00","9,53","68,20","154,90","126,00","255,60","66,50",#N/A,"40,40","29,74","30,80","65,55",#N/A
13.02.2012,"44,79","98,00","10,22","86,75",#N/A,"155,50","90,50","31,50","450,00","170,00","9,45","68,60","158,20","126,50","252,20","65,70",#N/A,"40,00","29,62","31,06","65,40",#N/A
14.02.2012,"45,15","97,65","10,40","86,60",#N/A,"155,80","91,50","32,00","374,50","170,00","9,20","67,90","160,70","125,00","255,70","58,00",#N/A,"39,40","25,40","30,80","64,90",#N/A
15.02.2012,"45,80","100,80","9,95","87,50",#N/A,"157,60","94,00","33,00","392,00","169,50","9,05","69,95","162,10","128,50","256,20","53,80",#N/A,"39,00","26,51","31,00","65,00",#N/A
16.02.2012,"46,07","102,50","10,15","93,30",#N/A,"156,90","92,75","35,50","400,00","168,00","8,88","69,70","162,30","126,60","259,00","53,00",#N/A,"37,90","27,00","30,40","64,65",#N/A
17.02.2012,"46,47","101,00","9,80","90,75",#N/A,"154,00","91,00","36,00","411,50","179,00","9,08","70,00","160,80","127,30","257,20","58,80",#N/A,"38,20","27,40","31,34","64,95",#N/A
20.02.2012,"46,45","102,00","10,10","92,40",#N/A,"152,90","92,00","36,90","414,00","179,50","9,50","71,05","165,60","133,60","264,80","55,60",#N/A,"40,00","27,60","31,72","65,00",#N/A
21.02.2012,"46,24","102,80","10,20","92,05",#N/A,"152,80","94,00","37,00","412,00","176,50","9,65","71,70","162,30","132,50","263,30","55,90",#N/A,"39,90","27,28","31,10","64,85",#N/A
22.02.2012,"46,70","102,50","10,20","91,95",#N/A,"155,30","92,50","34,60","413,00","177,00","9,55","70,20","162,10","133,00","272,90","56,50",#N/A,"39,10","27,33","31,00","65,30",#N/A
23.02.2012,"46,70","102,50","10,15","90,50",#N/A,"155,00","93,75","36,00","400,50","181,00","9,50","69,80","158,80","131,80","271,00","57,00",#N/A,"38,00","27,00","30,14","64,65",#N/A
24.02.2012,"46,68","103,00","10,30","91,70",#N/A,"157,10","94,00","34,00","405,00","187,00","9,55","70,10","163,70","132,60","279,00","56,70",#N/A,"39,90","27,11","30,42","64,80",#N/A
27.02.2012,"46,31","102,80","10,50","92,60",#N/A,"160,10","93,50","33,40","407,50","186,50","9,35","70,20","163,10","132,60","277,50","56,90",#N/A,"40,80","26,89","29,74","65,70",#N/A
28.02.2012,"46,23","104,00","10,66","90,75",#N/A,"160,50","91,25","33,40","404,00","189,50","9,38","71,00","162,80","134,40","281,80","54,00",#N/A,"39,00","26,88","29,54","66,75",#N/A
29.02.2012,"46,48","103,30","10,47","91,75",#N/A,"160,00","89,75","32,70","410,00","184,00","9,35","71,75","161,50","134,30","274,10","54,90",#N/A,"39,90","26,79","30,00","66,90",#N/A
01.03.2012,"46,43","103,70","10,50","94,75",#N/A,"160,50","91,00","30,40","412,00","181,50","9,43","71,30","160,20","134,30","271,70","53,90",#N/A,"39,00","26,89","29,70","66,65",#N/A
02.03.2012,"46,15","103,70","10,51","95,40",#N/A,"160,60","91,00","30,00","418,00","184,00","9,40","72,00","160,30","135,30","268,20","53,80",#N/A,"39,40","27,20","29,10","66,75",#N/A
05.03.2012,"46,00","104,80","10,20","94,60",#N/A,"159,40","89,25","29,00","415,00","182,00","9,55","70,75","158,80","131,80","259,20","54,80",#N/A,"39,00","26,80","27,80","66,15",#N/A
06.03.2012,"44,72","102,50","9,65","92,15",#N/A,"156,10","87,25","28,50","395,50","179,50","8,93","67,80","151,20","125,90","252,50","53,70",#N/A,"39,00","25,65","26,36","65,35",#N/A
07.03.2012,"44,72","103,00","9,81","94,25",#N/A,"157,60","87,00","29,10","397,50","182,00","9,20","69,05","151,60","127,70","256,70","53,60",#N/A,"37,50","26,30","28,32","65,85",#N/A
08.03.2012,"45,41","104,00","10,04","96,30",#N/A,"160,60","91,50","31,00","402,50","185,00","9,38","70,90","158,40","129,80","264,00","53,00",#N/A,"38,90","26,70","29,84","66,10",#N/A
09.03.2012,"45,60","103,50","10,20","96,90",#N/A,"160,70","92,00","30,20","400,00","185,00","9,18","70,75","158,80","133,50","263,60","52,30",#N/A,"38,70","27,08","29,44","66,60",#N/A
12.03.2012,"45,61","103,00","9,95","97,50",#N/A,"159,20","91,00","30,00","400,00","184,00","9,40","70,20","158,00","132,70","261,20","52,50",#N/A,"36,30","27,08","30,28","66,50",#N/A
13.03.2012,"46,11","104,70","10,00","98,50",#N/A,"161,10","90,75","30,40","400,00","185,50","9,55","71,45","158,10","134,00","265,50","51,20",#N/A,"37,40","27,31","31,20","66,40",#N/A
14.03.2012,"46,04","105,50","10,03","100,40",#N/A,"162,40","91,25","30,90","400,00","189,50","9,90","73,45","157,20","135,30","264,50","49,90",#N/A,"39,80","28,88","32,74","66,90",#N/A
15.03.2012,"46,29","104,80","9,93","101,45",#N/A,"160,70","91,50","31,50","399,00","186,00","9,83","73,40","159,60","135,80","270,10","47,10",#N/A,"38,20","29,59","32,60","67,40",#N/A
16.03.2012,"46,00","105,20","9,83","101,70",#N/A,"160,30","92,75","31,50","397,50","185,50","10,10","74,10","157,60","143,00","267,70","45,50",#N/A,"39,00","30,47","33,20","67,25",#N/A
19.03.2012,"46,29","104,80","9,67","101,40",#N/A,"161,60","92,25","31,30","395,00","186,00","9,88","74,80","157,80","148,00","266,40","43,60",#N/A,"40,00","31,02","32,44","67,60",#N/A
20.03.2012,"45,60","104,70","9,46","100,30",#N/A,"159,00","90,00","30,90","390,50","185,00","9,70","73,60","153,10","143,50","260,00","45,40",#N/A,"39,20","30,65","31,56","67,40",#N/A
21.03.2012,"45,49","104,20","10,66","101,25",#N/A,"158,30","89,25","30,90","384,50","182,00","9,68","72,65","153,90","143,40","264,00","47,60",#N/A,"39,00","30,21","30,90","68,00",#N/A
22.03.2012,"45,05","104,70","10,09","100,15",#N/A,"155,60","87,25","30,60","376,50","180,50","9,38","72,40","151,20","144,00","264,00","44,20",#N/A,"38,30","30,00","30,10","67,00",#N/A
23.03.2012,"45,50","104,50","10,12","101,90",#N/A,"158,20","89,00","30,50","380,00","183,00","9,80","73,00","154,00","145,50","276,40","42,80",#N/A,"38,90","30,44","29,90","67,25",#N/A
26.03.2012,"45,69","105,50","10,31","104,25",#N/A,"159,30","93,00","29,70","380,00","188,00","9,60","74,70","161,30","150,40","276,70","47,60",#N/A,"38,00","30,76","29,64","68,35",#N/A
27.03.2012,"45,50","104,80","10,13","104,65",#N/A,"157,00","92,50","29,70","382,50","186,50","9,68","73,25","155,10","146,00","275,60","41,00",#N/A,"37,90","30,76","29,34","68,35",#N/A
28.03.2012,"45,55","105,20","10,06","105,10",#N/A,"156,10","90,25","29,70","381,00","185,50","9,58","73,10","154,20","145,70","269,80","38,10",#N/A,"38,50","30,07","29,12","67,95",#N/A
29.03.2012,"45,00","104,20","10,05","103,65",#N/A,"152,80","87,00","29,10","377,00","186,00","9,40","70,90","151,80","146,50","269,00","39,00",#N/A,"38,00","29,04","29,04","67,70",#N/A
30.03.2012,"45,06","105,60","10,10","105,50",#N/A,"154,60","88,25","29,10","379,50","186,50","9,40","73,20","156,10","150,80","271,60","41,60",#N/A,"38,00","28,80","29,40","67,25",#N/A
02.04.2012,"45,03","106,40","10,00","107,20",#N/A,"156,50","88,25","30,00","387,50","188,50","9,25","73,40","159,60","154,00","277,70","41,30",#N/A,"38,00","28,75","29,34","68,50",#N/A
03.04.2012,"44,70","104,80","9,95","107,50",#N/A,"154,40","88,00","29,50","387,50","188,00","9,18","72,30","158,40","152,90","273,40","40,50",#N/A,"38,40","28,72","29,40","68,60",#N/A
04.04.2012,"43,61","103,90","9,98","104,00",#N/A,"152,40","87,50","29,30","393,50","187,50","9,18","71,00","156,80","152,50","271,40","40,40",#N/A,"38,40","27,70","29,92","68,00",#N/A
10.04.2012,"42,75","101,80","9,16","103,95",#N/A,"148,70","83,25","29,00","377,00","180,50","8,85","68,10","148,70","145,00","264,00","39,60",#N/A,"38,70","26,16","27,68","67,00",#N/A
11.04.2012,"42,85","101,60","9,22","104,20",#N/A,"150,00","84,00","29,00","372,00","179,00","8,83","68,60","150,60","145,80","269,30","39,60",#N/A,"38,00","26,23","28,10","67,25",#N/A
